cve/data_type,cve/data_format,cve/data_version,cve/CVE_data_meta/ID,cve/CVE_data_meta/ASSIGNER,cve/references/reference_data/0/url,cve/references/reference_data/0/name,cve/references/reference_data/0/refsource,cve/references/reference_data/1/url,cve/references/reference_data/1/name,cve/references/reference_data/1/refsource,cve/description/0/description_data/0/lang,cve/description/0/description_data/0/value,configurations/CVE_data_version,publishedDate,lastModifiedDate,cve/references/reference_data/2/url,cve/references/reference_data/2/name,cve/references/reference_data/2/refsource,cve/references/reference_data/3/url,cve/references/reference_data/3/name,cve/references/reference_data/3/refsource,cve/references/reference_data/0/tags/0,cve/references/reference_data/1/tags/0,cve/problemtype/problemtype_data/0/description/0/lang,cve/problemtype/problemtype_data/0/description/0/value,cve/problemtype/problemtype_data/0/description/1/lang,cve/problemtype/problemtype_data/0/description/1/value,cve/references/reference_data/4/url,cve/references/reference_data/4/name,cve/references/reference_data/4/refsource,cve/references/reference_data/5/url,cve/references/reference_data/5/name,cve/references/reference_data/5/refsource,cve/references/reference_data/0/tags/1,configurations/nodes/0/operator,configurations/nodes/0/cpe_match/0/vulnerable,configurations/nodes/0/cpe_match/0/cpe23Uri,impact/baseMetricV3/cvssV3/version,impact/baseMetricV3/cvssV3/vectorString,impact/baseMetricV3/cvssV3/attackVector,impact/baseMetricV3/cvssV3/attackComplexity,impact/baseMetricV3/cvssV3/privilegesRequired,impact/baseMetricV3/cvssV3/userInteraction,impact/baseMetricV3/cvssV3/scope,impact/baseMetricV3/cvssV3/confidentialityImpact,impact/baseMetricV3/cvssV3/integrityImpact,impact/baseMetricV3/cvssV3/availabilityImpact,impact/baseMetricV3/cvssV3/baseScore,impact/baseMetricV3/cvssV3/baseSeverity,impact/baseMetricV3/exploitabilityScore,impact/baseMetricV3/impactScore,impact/baseMetricV2/cvssV2/version,impact/baseMetricV2/cvssV2/vectorString,impact/baseMetricV2/cvssV2/accessVector,impact/baseMetricV2/cvssV2/accessComplexity,impact/baseMetricV2/cvssV2/authentication,impact/baseMetricV2/cvssV2/confidentialityImpact,impact/baseMetricV2/cvssV2/integrityImpact,impact/baseMetricV2/cvssV2/availabilityImpact,impact/baseMetricV2/cvssV2/baseScore,impact/baseMetricV2/severity,impact/baseMetricV2/exploitabilityScore,impact/baseMetricV2/impactScore,impact/baseMetricV2/acInsufInfo,impact/baseMetricV2/obtainAllPrivilege,impact/baseMetricV2/obtainUserPrivilege,impact/baseMetricV2/obtainOtherPrivilege,impact/baseMetricV2/userInteractionRequired,cve/references/reference_data/0/tags/2,cve/references/reference_data/1/tags/1,cve/references/reference_data/2/tags/0,cve/references/reference_data/2/tags/1,configurations/nodes/0/cpe_match/0/versionEndIncluding
CVE,MITRE,4.0,CVE-2020-26564,cve@mitre.org,https://packetstormsecurity.com/files/163707/ObjectPlanet-Opinio-7.13-7.14-XML-Injection.html,https://packetstormsecurity.com/files/163707/ObjectPlanet-Opinio-7.13-7.14-XML-Injection.html,MISC,https://www.objectplanet.com/opinio/changelog.html,https://www.objectplanet.com/opinio/changelog.html,CONFIRM,en,"ObjectPlanet Opinio before 7.15 allows XXE attacks via three steps: modify a .css file to have <!ENTITY content, create a .xml file for a generic survey template (containing a link to this .css file), and import this .xml file at the survey/admin/folderSurvey.do?action=viewImportSurvey['importFile'] URI. The XXE can then be triggered at a admin/preview.do?action=previewSurvey&surveyId= URI.",4.0,2021-07-31T17:15Z,2021-08-02T12:12Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE,MITRE,4.0,CVE-2021-32807,security-advisories@github.com,https://github.com/zopefoundation/AccessControl/blob/master/CHANGES.rst#51-2021-07-30,https://github.com/zopefoundation/AccessControl/blob/master/CHANGES.rst#51-2021-07-30,MISC,https://github.com/zopefoundation/AccessControl/commit/b42dd4badf803bb9fb71ac34cd9cb0c249262f2c,https://github.com/zopefoundation/AccessControl/commit/b42dd4badf803bb9fb71ac34cd9cb0c249262f2c,MISC,en,"The module `AccessControl` defines security policies for Python code used in restricted code within Zope applications. Restricted code is any code that resides in Zope's object database, such as the contents of `Script (Python)` objects. The policies defined in `AccessControl` severely restrict access to Python modules and only exempt a few that are deemed safe, such as Python's `string` module. However, full access to the `string` module also allows access to the class `Formatter`, which can be overridden and extended within `Script (Python)` in a way that provides access to other unsafe Python libraries. Those unsafe Python libraries can be used for remote code execution. By default, you need to have the admin-level Zope ""Manager"" role to add or edit `Script (Python)` objects through the web. Only sites that allow untrusted users to add/edit these scripts through the web - which would be a very unusual configuration to begin with - are at risk. The problem has been fixed in AccessControl 4.3 and 5.2. Only AccessControl versions 4 and 5 are vulnerable, and only on Python 3, not Python 2.7. As a workaround, a site administrator can restrict adding/editing `Script (Python)` objects through the web using the standard Zope user/role permission mechanisms. Untrusted users should not be assigned the Zope Manager role and adding/editing these scripts through the web should be restricted to trusted users only. This is the default configuration in Zope.",4.0,2021-07-30T22:15Z,2021-07-31T01:23Z,https://github.com/zopefoundation/AccessControl/security/advisories/GHSA-qcx9-j53g-ccgf,https://github.com/zopefoundation/AccessControl/security/advisories/GHSA-qcx9-j53g-ccgf,CONFIRM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE,MITRE,4.0,CVE-2021-27495,ics-cert@hq.dhs.gov,https://us-cert.cisa.gov/ics/advisories/icsma-21-196-01,https://us-cert.cisa.gov/ics/advisories/icsma-21-196-01,MISC,,,,en,"Ypsomed mylife Cloud, mylife Mobile Application:Ypsomed mylife Cloud,All versions prior to 1.7.2,Ypsomed mylife App,All versions prior to 1.7.5,he Ypsomed mylife Cloud reflects the user password during the login process after redirecting the user from a HTTPS endpoint to a HTTP endpoint.",4.0,2021-07-30T22:15Z,2021-07-31T01:23Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE,MITRE,4.0,CVE-2021-27491,ics-cert@hq.dhs.gov,https://us-cert.cisa.gov/ics/advisories/icsma-21-196-01,https://us-cert.cisa.gov/ics/advisories/icsma-21-196-01,MISC,,,,en,"Ypsomed mylife Cloud, mylife Mobile Application:Ypsomed mylife Cloud,All versions prior to 1.7.2,Ypsomed mylife App,All versions prior to 1.7.5,The Ypsomed mylife Cloud discloses password hashes during the registration process.",4.0,2021-07-30T22:15Z,2021-07-31T01:23Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE,MITRE,4.0,CVE-2021-34630,tbd@nist.gov,https://plugins.svn.wordpress.org/gtranslate/tags/2.8.64/gtranslate.php,https://plugins.svn.wordpress.org/gtranslate/tags/2.8.64/gtranslate.php,MISC,,,,en,"In the Pro and Enterprise versions of GTranslate < 2.8.65, the gtranslate_request_uri_var function runs at the top of all pages and echoes out the contents of $_SERVER['REQUEST_URI']. Although this uses addslashes, and most modern browsers automatically URLencode requests, this plugin is still vulnerable to Reflected XSS in older browsers such as Internet Explorer 9 or below, or in cases where an attacker is able to modify the request en route between the client and the server, or in cases where the user is using an atypical browsing solution.",4.0,2021-07-30T21:15Z,2021-07-31T01:23Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE,MITRE,4.0,CVE-2021-34629,tbd@nist.gov,https://www.wordfence.com/vulnerability-advisories/#CVE-2021-34629,https://www.wordfence.com/vulnerability-advisories/#CVE-2021-34629,MISC,,,,en,"The SendGrid WordPress plugin is vulnerable to authorization bypass via the get_ajax_statistics function found in the ~/lib/class-sendgrid-statistics.php file which allows authenticated users to export statistic for a WordPress multi-site main site, in versions up to and including 1.11.8.",4.0,2021-07-30T21:15Z,2021-07-31T01:23Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE,MITRE,4.0,CVE-2021-22521,security@microfocus.com,https://support.microfocus.com/kb/doc.php?id=7025205,https://support.microfocus.com/kb/doc.php?id=7025205,MISC,,,,en,"A privileged escalation vulnerability has been identified in Micro Focus ZENworks Configuration Management, affecting version 2020 Update 1 and all prior versions. The vulnerability could be exploited to gain unauthorized system privileges.",4.0,2021-07-30T21:15Z,2021-07-31T01:23Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE,MITRE,4.0,CVE-2021-3636,secalert@redhat.com,https://bugzilla.redhat.com/show_bug.cgi?id=1978621,https://bugzilla.redhat.com/show_bug.cgi?id=1978621,MISC,,,,en,"It was found in OpenShift, before version 4.8, that the generated certificate for the in-cluster Service CA, incorrectly included additional certificates. The Service CA is automatically mounted into all pods, allowing them to safely connect to trusted in-cluster services that present certificates signed by the trusted Service CA. The incorrect inclusion of additional CAs in this certificate would allow an attacker that compromises any of the additional CAs to masquerade as a trusted in-cluster service.",4.0,2021-07-30T20:15Z,2021-07-31T01:23Z,,,,,,,,,en,CWE-287,en,CWE-295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE,MITRE,4.0,CVE-2021-35193,cve@mitre.org,http://patterson.eaglesoft.net/Home/Contact-Us,http://patterson.eaglesoft.net/Home/Contact-Us,MISC,https://github.com/jshafer817/Eaglesoft,https://github.com/jshafer817/Eaglesoft,MISC,en,"Patterson Application Service in Patterson Eaglesoft 18 through 21 accepts the same certificate authentication across different customers' installations (that have the same software version). This provides remote access to SQL database credentials. (In the normal use of the product, retrieving those credentials only occurs after a username/password authentication step; however, this authentication step is on the client side, and an attacker can develop their own client that skips this step.)",4.0,2021-07-30T19:15Z,2021-07-31T01:23Z,https://justinshafer.blogspot.com/2021/07/eaglesoft-18-through-21-vulnerability.html,https://justinshafer.blogspot.com/2021/07/eaglesoft-18-through-21-vulnerability.html,MISC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE,MITRE,4.0,CVE-2021-29298,cve@mitre.org,https://github.com/boofish/GE_Proficy_Machine_Edition_vul,https://github.com/boofish/GE_Proficy_Machine_Edition_vul,MISC,https://github.com/boofish/GE_Proficy_Machine_Edition_vul/blob/main/vul2/vul2_steps.pdf,https://github.com/boofish/GE_Proficy_Machine_Edition_vul/blob/main/vul2/vul2_steps.pdf,MISC,en,"Improper Input Validation in Emerson GE Automation Proficy Machine Edition v8.0 allows an attacker to cause a denial of service and application crash via crafted traffic from a Man-in-the-Middle (MITM) attack to the component ""FrameworX.exe""in the module ""fxVPStatcTcp.dll"".",4.0,2021-07-30T19:15Z,2021-07-31T01:23Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE,MITRE,4.0,CVE-2021-29297,cve@mitre.org,https://github.com/boofish/GE_Proficy_Machine_Edition_vul,https://github.com/boofish/GE_Proficy_Machine_Edition_vul,MISC,https://github.com/boofish/GE_Proficy_Machine_Edition_vul/blob/main/vul1/vul1_steps.pdf,https://github.com/boofish/GE_Proficy_Machine_Edition_vul/blob/main/vul1/vul1_steps.pdf,MISC,en,"Buffer Overflow in Emerson GE Automation Proficy Machine Edition v8.0 allows an attacker to cause a denial of service and application crash via crafted traffic from a Man-in-the-Middle (MITM) attack to the component ""FrameworX.exe"" in the module ""MSVCR100.dll"".",4.0,2021-07-30T19:15Z,2021-07-31T01:23Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE,MITRE,4.0,CVE-2021-37746,cve@mitre.org,https://sylpheed.sraoss.jp/sylpheed/v3.7/sylpheed-3.7.0.tar.xz,https://sylpheed.sraoss.jp/sylpheed/v3.7/sylpheed-3.7.0.tar.xz,MISC,https://git.claws-mail.org/?p=claws.git;a=commit;h=ac286a71ed78429e16c612161251b9ea90ccd431,https://git.claws-mail.org/?p=claws.git;a=commit;h=ac286a71ed78429e16c612161251b9ea90ccd431,MISC,en,"textview_uri_security_check in textview.c in Claws Mail before 3.18.0, and Sylpheed through 3.7.0, does not have sufficient link checks before accepting a click.",4.0,2021-07-30T15:15Z,2021-07-30T15:16Z,https://claws-mail.org/download.php?file=releases/claws-mail-3.18.0.tar.xz,https://claws-mail.org/download.php?file=releases/claws-mail-3.18.0.tar.xz,MISC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE,MITRE,4.0,CVE-2021-37743,cve@mitre.org,https://github.com/MISP/MISP/commit/f318f7c0ddac7dfd2b1f246fd8f488d9dfc3a4bf,https://github.com/MISP/MISP/commit/f318f7c0ddac7dfd2b1f246fd8f488d9dfc3a4bf,MISC,,,,en,app/View/GalaxyElements/ajax/index.ctp in MISP 2.4.147 allows Stored XSS when viewing galaxy cluster elements in JSON format.,4.0,2021-07-30T15:15Z,2021-07-30T15:16Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE,MITRE,4.0,CVE-2021-37742,cve@mitre.org,https://github.com/MISP/MISP/commit/af50add82433eb2a740c3621b99d9d14d2b1e192,https://github.com/MISP/MISP/commit/af50add82433eb2a740c3621b99d9d14d2b1e192,MISC,,,,en,app/View/Elements/GalaxyClusters/view_relation_tree.ctp in MISP 2.4.147 allows Stored XSS when viewing galaxy cluster relationships.,4.0,2021-07-30T15:15Z,2021-07-30T15:16Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE,MITRE,4.0,CVE-2020-26563,cve@mitre.org,https://packetstormsecurity.com/files/163699/ObjectPlanet-Opinio-7.12-Cross-Site-Scripting.html,https://packetstormsecurity.com/files/163699/ObjectPlanet-Opinio-7.12-Cross-Site-Scripting.html,MISC,,,,en,ObjectPlanet Opinio before 7.14 allows reflected XSS via the survey/admin/surveyAdmin.do?action=viewSurveyAdmin query string. (There is also stored XSS if input to survey/admin/*.do is accepted from untrusted users.),4.0,2021-07-30T15:15Z,2021-07-31T17:15Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE,MITRE,4.0,CVE-2021-37606,cve@mitre.org,https://peter.website/meow-hash-cryptanalysis,https://peter.website/meow-hash-cryptanalysis,MISC,https://news.ycombinator.com/item?id=27978878,https://news.ycombinator.com/item?id=27978878,MISC,en,"Meow hash 0.5/calico does not sufficiently thwart key recovery by an attacker who can query whether there's a collision in the bottom bits of the hashes of two messages, as demonstrated by an attack against a long-running web service that allows the attacker to infer collisions by measuring timing differences.",4.0,2021-07-30T14:15Z,2021-07-30T15:16Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE,MITRE,4.0,CVE-2021-37601,cve@mitre.org,https://prosody.im/,https://prosody.im/,MISC,https://prosody.im/security/advisory_20210722/,https://prosody.im/security/advisory_20210722/,MISC,en,"muc.lib.lua in Prosody 0.11.0 through 0.11.9 allows remote attackers to obtain sensitive information (list of admins, members, owners, and banned entities of a Multi-User chat room) in some common configurations.",4.0,2021-07-30T14:15Z,2021-07-30T15:16Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE,MITRE,4.0,CVE-2021-37600,cve@mitre.org,https://github.com/karelzak/util-linux/commit/1c9143d0c1f979c3daf10e1c37b5b1e916c22a1c,https://github.com/karelzak/util-linux/commit/1c9143d0c1f979c3daf10e1c37b5b1e916c22a1c,MISC,https://github.com/karelzak/util-linux/issues/1395,https://github.com/karelzak/util-linux/issues/1395,MISC,en,An integer overflow in util-linux through 2.37.1 can potentially cause a buffer overflow if an attacker were able to use system resources in a way that leads to a large number in the /proc/sysvipc/sem file.,4.0,2021-07-30T14:15Z,2021-07-30T15:16Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE,MITRE,4.0,CVE-2021-37596,cve@mitre.org,https://github.com/morethanwords/tweb/commit/11d2fe01363889f20c8baa2217ed4aad445c5551,https://github.com/morethanwords/tweb/commit/11d2fe01363889f20c8baa2217ed4aad445c5551,MISC,,,,en,Telegram Web K Alpha 0.6.1 allows XSS via a document name.,4.0,2021-07-30T14:15Z,2021-07-30T15:16Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE,MITRE,4.0,CVE-2021-37595,cve@mitre.org,https://github.com/FreeRDP/FreeRDP/compare/2.3.2...2.4.0,https://github.com/FreeRDP/FreeRDP/compare/2.3.2...2.4.0,MISC,https://github.com/FreeRDP/FreeRDP/commit/0d79670a28c0ab049af08613621aa0c267f977e9,https://github.com/FreeRDP/FreeRDP/commit/0d79670a28c0ab049af08613621aa0c267f977e9,MISC,en,"In FreeRDP before 2.4.0 on Windows, wf_cliprdr_server_file_contents_request in client/Windows/wf_cliprdr.c has missing input checks for a FILECONTENTS_RANGE File Contents Request PDU.",4.0,2021-07-30T14:15Z,2021-07-30T15:16Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE,MITRE,4.0,CVE-2021-37594,cve@mitre.org,https://github.com/FreeRDP/FreeRDP/compare/2.3.2...2.4.0,https://github.com/FreeRDP/FreeRDP/compare/2.3.2...2.4.0,MISC,https://github.com/FreeRDP/FreeRDP/commit/0d79670a28c0ab049af08613621aa0c267f977e9,https://github.com/FreeRDP/FreeRDP/commit/0d79670a28c0ab049af08613621aa0c267f977e9,MISC,en,"In FreeRDP before 2.4.0 on Windows, wf_cliprdr_server_file_contents_request in client/Windows/wf_cliprdr.c has missing input checks for a FILECONTENTS_SIZE File Contents Request PDU.",4.0,2021-07-30T14:15Z,2021-07-30T15:16Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE,MITRE,4.0,CVE-2021-37593,cve@mitre.org,https://github.com/advisto/peel-shopping/issues/3,https://github.com/advisto/peel-shopping/issues/3,MISC,,,,en,"PEEL Shopping before 9.4.0.1 allows remote SQL injection. A public user/guest (unauthenticated) can inject a malicious SQL query in order to affect the execution of predefined SQL commands via the id parameter on the achat/produit_details.php?id={SQLi] endpoint. Upon a successful SQL injection attack, an attacker can read sensitive data from the database or modify database data.",4.0,2021-07-30T14:15Z,2021-07-30T15:16Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE,MITRE,4.0,CVE-2021-37588,cve@mitre.org,https://www2.hci.uni-hannover.de/papers/Tan2019.pdf,https://www2.hci.uni-hannover.de/papers/Tan2019.pdf,MISC,https://github.com/JHUISI/charm/issues/276,https://github.com/JHUISI/charm/issues/276,MISC,en,"In Charm 0.43, any two users can collude to achieve the ability to decrypt YCT14 data.",4.0,2021-07-30T14:15Z,2021-07-30T15:16Z,https://github.com/JHUISI/charm/blob/dev/charm/schemes/abenc/abenc_yct14.py,https://github.com/JHUISI/charm/blob/dev/charm/schemes/abenc/abenc_yct14.py,MISC,https://eprint.iacr.org/2020/460,https://eprint.iacr.org/2020/460,MISC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE,MITRE,4.0,CVE-2021-37587,cve@mitre.org,https://www2.hci.uni-hannover.de/papers/Tan2019.pdf,https://www2.hci.uni-hannover.de/papers/Tan2019.pdf,MISC,https://github.com/JHUISI/charm/issues/276,https://github.com/JHUISI/charm/issues/276,MISC,en,"In Charm 0.43, any single user can decrypt DAC-MACS or MA-ABE-YJ14 data.",4.0,2021-07-30T14:15Z,2021-07-30T15:16Z,https://jhuisi.github.io/charm/charm/schemes/abenc/abenc_dacmacs_yj14.html,https://jhuisi.github.io/charm/charm/schemes/abenc/abenc_dacmacs_yj14.html,MISC,https://jhuisi.github.io/charm/_modules/abenc_maabe_yj14.html,https://jhuisi.github.io/charm/_modules/abenc_maabe_yj14.html,MISC,,,,,,,https://eprint.iacr.org/2020/460,https://eprint.iacr.org/2020/460,MISC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE,MITRE,4.0,CVE-2021-37144,cve@mitre.org,https://github.com/cskaza/cszcms/issues/32,https://github.com/cskaza/cszcms/issues/32,MISC,,,,en,"CSZ CMS 1.2.9 is vulnerable to Arbitrary File Deletion. This occurs in PHP when the unlink() function is called and user input might affect portions of or the whole affected parameter, which represents the path of the file to remove, without sufficient sanitization.",4.0,2021-07-30T14:15Z,2021-07-30T15:16Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE,MITRE,4.0,CVE-2021-36983,cve@mitre.org,http://www.openwall.com/lists/oss-security/2021/07/27/1,http://www.openwall.com/lists/oss-security/2021/07/27/1,MISC,https://github.com/matanui159/ReplaySorcery/releases,https://github.com/matanui159/ReplaySorcery/releases,MISC,en,replay-sorcery-kms in Replay Sorcery 0.6.0 allows a local attacker to gain root privileges via a symlink attack on /tmp/replay-sorcery or /tmp/replay-sorcery/device.sock.,4.0,2021-07-30T14:15Z,2021-07-30T15:16Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE,MITRE,4.0,CVE-2021-36766,cve@mitre.org,http://seclists.org/fulldisclosure/2021/Jul/36,20210719 [KIS-2021-05] Concrete5 <= 8.5.5 (Logging Settings) Phar Deserialization Vulnerability,FULLDISC,http://packetstormsecurity.com/files/163564/Concrete5-8.5.5-Phar-Deserialization.html,http://packetstormsecurity.com/files/163564/Concrete5-8.5.5-Phar-Deserialization.html,MISC,en,"Concrete5 through 8.5.5 deserializes Untrusted Data. The vulnerable code is located within the controllers/single_page/dashboard/system/environment/logging.php Logging::update_logging() method. User input passed through the logFile request parameter is not properly sanitized before being used in a call to the file_exists() PHP function. This can be exploited by malicious users to inject arbitrary PHP objects into the application scope (PHP Object Injection via phar:// stream wrapper), allowing them to carry out a variety of attacks, such as executing arbitrary PHP code.",4.0,2021-07-30T14:15Z,2021-07-30T15:16Z,https://hackerone.com/reports/1063039,https://hackerone.com/reports/1063039,MISC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE,MITRE,4.0,CVE-2021-36754,cve@mitre.org,http://www.openwall.com/lists/oss-security/2021/07/26/2,[oss-security] 20210726 security advisory 2021-01 for PowerDNS Authoritative Server 4.5.0,MLIST,https://doc.powerdns.com/authoritative/security-advisories/powerdns-advisory-2021-01.html,https://doc.powerdns.com/authoritative/security-advisories/powerdns-advisory-2021-01.html,CONFIRM,en,PowerDNS Authoritative Server 4.5.0 before 4.5.1 allows anybody to crash the process by sending a specific query (QTYPE 65535) that causes an out-of-bounds exception.,4.0,2021-07-30T14:15Z,2021-07-30T15:16Z,https://doc.powerdns.com/authoritative/security-advisories/index.html,https://doc.powerdns.com/authoritative/security-advisories/index.html,MISC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE,MITRE,4.0,CVE-2021-36624,cve@mitre.org,https://www.exploit-db.com/exploits/50105,https://www.exploit-db.com/exploits/50105,MISC,,,,en,Sourcecodester Phone Shop Sales Managements System version 1.0 suffers from a remote SQL injection vulnerability that allows for authentication bypass.,4.0,2021-07-30T14:15Z,2021-07-30T15:16Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE,MITRE,4.0,CVE-2021-36621,cve@mitre.org,https://www.exploit-db.com/exploits/50109,https://www.exploit-db.com/exploits/50109,MISC,,,,en,"Sourcecodester Online Covid Vaccination Scheduler System 1.0 is vulnerable to SQL Injection. The username parameter is vulnerable to time-based SQL injection. Upon successful dumping the admin password hash, an attacker can decrypt and obtain the plain-text password. Hence, the attacker could authenticate as Administrator.",4.0,2021-07-30T14:15Z,2021-07-30T15:16Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE,MITRE,4.0,CVE-2021-36605,cve@mitre.org,https://github.com/3xxx/engineercms/issues/52,https://github.com/3xxx/engineercms/issues/52,MISC,,,,en,"engineercms 1.03 is vulnerable to Cross Site Scripting (XSS). There is no escaping in the nickname field on the user list page. When viewing this page, the JavaScript code will be executed in the user's browser.",4.0,2021-07-30T14:15Z,2021-07-30T15:16Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE,MITRE,4.0,CVE-2021-36386,cve@mitre.org,http://www.openwall.com/lists/oss-security/2021/07/28/5,http://www.openwall.com/lists/oss-security/2021/07/28/5,MISC,https://www.fetchmail.info/fetchmail-SA-2021-01.txt,https://www.fetchmail.info/fetchmail-SA-2021-01.txt,CONFIRM,en,"report_vbuild in report.c in Fetchmail before 6.4.20 sometimes omits initialization of the vsnprintf va_list argument, which might allow mail servers to cause a denial of service or possibly have unspecified other impact via long error messages. NOTE: it is unclear whether use of Fetchmail on any realistic platform results in an impact beyond an inconvenience to the client user.",4.0,2021-07-30T14:15Z,2021-07-30T15:16Z,https://www.fetchmail.info/security.html,https://www.fetchmail.info/security.html,MISC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE,MITRE,4.0,CVE-2021-36004,psirt@adobe.com,https://helpx.adobe.com/security/products/indesign/apsb21-22.html,https://helpx.adobe.com/security/products/indesign/apsb21-22.html,MISC,,,,en,Adobe InDesign version 16.0 (and earlier) is affected by an Out-of-bounds Write vulnerability in the CoolType library. An unauthenticated attacker could leverage this vulnerability to achieve remote code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file.,4.0,2021-07-30T14:15Z,2021-07-30T15:16Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVE,MITRE,4.0,CVE-2021-35479,cve@mitre.org,https://research.nccgroup.com/2021/07/22/technical-advisory-stored-and-reflected-xss-vulnerability-in-nagios-log-server-cve-2021-35478cve-2021-35479/,https://research.nccgroup.com/2021/07/22/technical-advisory-stored-and-reflected-xss-vulnerability-in-nagios-log-server-cve-2021-35478cve-2021-35479/,MISC,https://research.nccgroup.com/?research=Technical%20advisories,https://research.nccgroup.com/?research=Technical%20advisories,MISC,en,Nagios Log Server before 2.1.9 contains Stored XSS in the custom column view for the alert history and audit log function through the affected pp parameter. This affects users who open a crafted link or third-party web page.,4.0,2021-07-30T14:15Z,2021-07-30T15:16Z,https://www.nagios.com/downloads/nagios-log-server/change-log/,https://www.nagios.com/downloads/nagios-log-server/change-log/,MISC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
